ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Rated Breaking Capacity (A)
A709,"Indicator Chip Fast Movement 0.5A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.5A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 63 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,0.5A,Ceramic,e3,0.018J,Low,63V,63V,0.26(Typ)W,Surface Mount,SURFACE MOUNT,2,50A
A710,"Indicator Chip Fast Movement 0.75A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.75A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 63 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,0.75A,Ceramic,e3,0.064J,Low,63V,63V,0.335(Typ)W,Surface Mount,SURFACE MOUNT,2,50A
A711,"Indicator 1A 32V Fast Movement 2-Pin T/R Electric Indicator, Fast Blow, 1A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,1A,Ceramic,e3,0.0593J,Low,NA,32V,0.351W,Surface Mount,SURFACE MOUNT,2,50A
A712,"Fast, Automotive Navigation System|Battery Management System|Cluster|LED Head Light, 1A, Ceramic, 1.58 X 0.85 X 0.5mm, 32V, 63V, 0.351W, Surface Mount, 2.0, 1.58mm",Fast,NA,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,NA,1.58,0.85,0.5,1A,Ceramic,NA,NA,NA,32V,63V,0.351W,Surface Mount,NA,2,NA
A713,"Indicator 2A 32V Fast Movement 2-Pin T/R Electric Indicator, Fast Blow, 2A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,2A,Ceramic,e3,0.149J,High,12VAC,32V,0.214W,Surface Mount,SURFACE MOUNT,2,50A
A714,"Fast, Automotive Navigation System|Battery Management System|Cluster|LED Head Light, 2A, Ceramic, 1.58 X 0.85 X 0.5mm, 12V, 32V, 0.214W, Surface Mount, 2.0, 1.58mm",Fast,NA,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,NA,1.58,0.85,0.5,2A,Ceramic,NA,NA,NA,12V,32V,0.214W,Surface Mount,NA,2,NA
A715,"Indicator Chip Fast Movement 2A 32V SMD Solder Pad 0603 1.58 X 0.83 X 0.5mm Ceramic T/R Electric Indicator, Fast Blow, 2A, 12VAC, 32VDC, 50A (IR), Surface Mount",Fast,PRE ARCING TIME: OPEN WITHIN 5 SEC AT 250% RATED CURRENT,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.83mm,0.508mm,1.582mm,2A,Ceramic,NA,0.181J,Low,32V,32V,0.22(Typ)W,Surface Mount,SURFACE MOUNT,2,50A
A716,"Indicator 3A 32V Fast Movement 2-Pin T/R Electric Indicator, Fast Blow, 3A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,3A,Ceramic,e3,0.2922J,High,12VAC,32V,0.279W,Surface Mount,SURFACE MOUNT,2,50A
A717,"Fast, Automotive Navigation System|Battery Management System|Cluster|LED Head Light, 3A, Ceramic, 1.58 X 0.85 X 0.5mm, 12V, 32V, 0.279W, Surface Mount, 2.0, 1.58mm",Fast,NA,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,NA,1.58,0.85,0.5,3A,Ceramic,NA,NA,NA,12V,32V,0.279W,Surface Mount,NA,2,NA
A718,"Fast, Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive, 3A, Ceramic, 1.58 X 0.83 X 0.5mm, 32V, 32V, 0.246(Typ)W, Surface Mount, 2.0, 1.58mm",Fast,NA,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,NA,1.58,0.83,0.5,3A,Ceramic,NA,NA,NA,32V,32V,0.246(Typ)W,Surface Mount,NA,2,NA
A719,"Indicator 4A 32V Fast Movement 2-Pin T/R Electric Indicator, Fast Blow, 4A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,4A,Ceramic,e3,0.692J,High,12VAC,32V,0.316W,Surface Mount,SURFACE MOUNT,2,50A
A720,"Fast, Automotive Navigation System|Battery Management System|Cluster|LED Head Light, 4A, Ceramic, 1.58 X 0.85 X 0.5mm, 12V, 32V, 0.316W, Surface Mount, 2.0, 1.58mm",Fast,NA,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,NA,1.58,0.85,0.5,4A,Ceramic,NA,NA,NA,12V,32V,0.316W,Surface Mount,NA,2,NA
A721,"Fast, Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive, 4A, Ceramic, 1.58 X 0.83 X 0.5mm, 32V, 32V, 0.3(Typ)W, Surface Mount, 2.0, 1.58mm",Fast,NA,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,NA,1.58,0.83,0.5,4A,Ceramic,NA,NA,NA,32V,32V,0.3(Typ)W,Surface Mount,NA,2,NA
A722,"Indicator 5A 32V Fast Movement 2-Pin T/R Electric Indicator, Fast Blow, 5A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,5A,Ceramic,e3,0.7398J,High,12VAC,32V,0.37W,Surface Mount,SURFACE MOUNT,2,50A
A723,"Fast, Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive, 5A, Ceramic, 1.58 X 0.83 X 0.5mm, 32V, 32V, 0.36(Typ)W, Surface Mount, 2.0, 1.58mm",Fast,NA,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,NA,1.58,0.83,0.5,5A,Ceramic,NA,NA,NA,32V,32V,0.36(Typ)W,Surface Mount,NA,2,NA
A724,"Indicator Chip Fast Movement 6A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 6A, 12VAC, 24VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 24 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,6A,Ceramic,e3,1.3838J,High,12VAC,32V,0.432(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A725,"Fast, Automotive Navigation System|Battery Management System|Cluster|LED Head Light, 6A, Ceramic, 1.58 X 0.85 X 0.5mm, 12V, 24V, 0.432W, Surface Mount, 2.0, 1.58mm",Fast,NA,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,NA,1.58,0.85,0.5,6A,Ceramic,NA,NA,NA,12V,24V,0.432W,Surface Mount,NA,2,NA
A726,"Fast, Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive, 6A, Ceramic, 1.58 X 0.83 X 0.5mm, 24V, 24V, 0.42(Typ)W, Surface Mount, 2.0, 1.58mm",Fast,NA,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,NA,1.58,0.83,0.5,6A,Ceramic,NA,NA,NA,24V,24V,0.42(Typ)W,Surface Mount,NA,2,NA
A727,"Indicator Chip Fast Movement 1.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.5A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,1.5A,Ceramic,e3,0.0902J,Low,NA,32V,0.552(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A728,"Indicator Chip Fast Movement 2.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 2.5A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,2.5A,Ceramic,e3,0.1977J,High,12VAC,32V,0.238(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A729,"Fast, Automotive Navigation System|Battery Management System|Cluster|LED Head Light, 2.5A, Ceramic, 1.58 X 0.85 X 0.5mm, 12V, 32V, 0.238W, Surface Mount, 2.0, 1.58mm",Fast,NA,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,NA,1.58,0.85,0.5,2.5A,Ceramic,NA,NA,NA,12V,32V,0.238W,Surface Mount,NA,2,NA
A730,"Fast, Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive, 2.5A, Ceramic, 1.58 X 0.83 X 0.5mm, 32V, 32V, 0.235(Typ)W, Surface Mount, 2.0, 1.58mm",Fast,NA,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,NA,1.58,0.83,0.5,2.5A,Ceramic,NA,NA,NA,32V,32V,0.235(Typ)W,Surface Mount,NA,2,NA
A731,"Indicator Chip Fast Movement 3.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 3.5A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,3.5A,Ceramic,e3,0.4752J,High,12VAC,32V,0.287(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A732,"Fast, Automotive Navigation System|Battery Management System|Cluster|LED Head Light, 3.5A, Ceramic, 1.58 X 0.85 X 0.5mm, 12V, 32V, 0.287W, Surface Mount, 2.0, 1.58mm",Fast,NA,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,NA,1.58,0.85,0.5,3.5A,Ceramic,NA,NA,NA,12V,32V,0.287W,Surface Mount,NA,2,NA
A733,"Fast, Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive, 3.5A, Ceramic, 1.58 X 0.83 X 0.5mm, 32V, 32V, 0.273(Typ)W, Surface Mount, 2.0, 1.58mm",Fast,NA,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,NA,1.58,0.83,0.5,3.5A,Ceramic,NA,NA,NA,32V,32V,0.273(Typ)W,Surface Mount,NA,2,NA
A734,"Indicator Chip Fast Movement 1.25A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.25A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,1.25A,Ceramic,e3,0.051J,Low,NA,32V,0.456(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A735,"Indicator Chip Fast Movement 1.25A 32V SMD Solder Pad 0603 1.58 X 0.85 X 0.5mm Ceramic T/R Electric Indicator, Fast Blow, 1.25A, 32VAC, 63VDC, 50A (IR), Surface Mount",Fast,PRE ARCING TIME: OPEN WITHIN 5 SEC AT 250% RATED CURRENT,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,FAST,0.85mm,0.51mm,1.58mm,1.25A,Ceramic,NA,0.051J,Low,32V,63V,0.456W,Surface Mount,SURFACE MOUNT,2,50A
A736,"Indicator Chip Fast Movement 1.75A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.75A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,1.75A,Ceramic,e2,0.144J,Low,NA,32V,0.54(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A737,"Fast, Automotive Navigation System|Battery Management System|Cluster|LED Head Light, 1.75A, Ceramic, 1.58 X 0.85 X 0.5mm, 32V, 32V, 0.54W, Surface Mount, 2.0, 1.58mm",Fast,NA,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,NA,1.58,0.85,0.5,1.75A,Ceramic,NA,NA,NA,32V,32V,0.54W,Surface Mount,NA,2,NA
A738,"Indicator Chip Fast Movement 0.25A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.25A, 63VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 63 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,0.25A,Ceramic,e3,0.0017J,Low,NA,32V,0.138(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A739,"Fast, Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive, 0.25A, Ceramic, 1.54 X 0.85 X 0.5mm, 32V, 0.138(Nom)W, Surface Mount, 2.0, 1.54mm",Fast,NA,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,NA,1.54,0.85,0.5,0.25A,Ceramic,NA,NA,NA,NA,32V,0.138(Nom)W,Surface Mount,NA,2,NA
A740,"Indicator Chip Fast Movement 0.375A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.375A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,0.375A,Ceramic,e3,0.0041J,Low,NA,32V,0.183(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A741,"Fast, Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive, 0.375A, Ceramic, 1.54 X 0.85 X 0.5mm, 32V, 0.183(Nom)W, Surface Mount, 2.0, 1.54mm",Fast,NA,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,NA,1.54,0.85,0.5,0.375A,Ceramic,NA,NA,NA,NA,32V,0.183(Nom)W,Surface Mount,NA,2,NA
A742,"Indicator Chip Fast Movement 0.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.5A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,0.5A,Ceramic,e3,0.01J,Low,NA,32V,0.243(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A743,"Indicator Chip Fast Movement 0.75A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.75A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,0.75A,Ceramic,e3,0.0281J,Low,NA,32V,0.284(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A744,"Indicator Chip Fast Movement 0.75A 32V SMD Solder Pad 0603 1.58 X 0.85 X 0.5mm Ceramic T/R Electric Indicator, Fast Blow, 0.75A, 32VAC, 63VDC, 50A (IR), Surface Mount",Fast,PRE ARCING TIME: OPEN WITHIN 5 SEC AT 250% RATED CURRENT,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,FAST,0.85mm,0.51mm,1.58mm,0.75A,Ceramic,e3,0.0281J,Low,32V,63V,0.284W,Surface Mount,SURFACE MOUNT,2,50A
A745,"Indicator Chip 1A 50V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, 1A, 50VAC, 50VDC, 50A (IR), Surface Mount, 1206",NA,RATED BREAKING CAPACITY AT 50 VDC: 50 A,Automotive Electronics,NA,1.63mm,0.82mm,3.2mm,1A,Ceramic,e3,0.21054J,Low,50V,50V,0.346(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A746,"Indicator Chip Fast Movement 2A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, 2A, 32VAC, 32VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronics|Data Modems|Hard Disk Drives,NA,1.63mm,0.82mm,3.2mm,2A,Ceramic,e2,0.4326J,Low,32V,32V,0.158(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A747,"Indicator Chip Fast Movement 3A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, 3A, 32VAC, 32VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronics|Data Modems|Hard Disk Drives,NA,1.63mm,0.82mm,3.2mm,3A,Ceramic,e3,1.232J,Low,32V,32V,0.223(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A748,"Indicator Chip Fast Movement 4A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, 4A, 32VAC, 32VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronics|Data Modems|Hard Disk Drives,NA,1.63mm,0.82mm,3.2mm,4A,Ceramic,e3,2.601J,Low,32V,32V,0.284(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A749,"Indicator Chip Fast Movement 5A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, 5A, 32VAC, 32VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronics|Data Modems|Hard Disk Drives,NA,1.63mm,0.82mm,3.2mm,5A,Ceramic,e2,4.761J,Low,32V,32V,0.327(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A750,"Indicator Chip Fast Movement 7A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, 7A, 32VAC, 32VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronics|Data Modems|Hard Disk Drives,NA,1.63mm,0.82mm,3.2mm,7A,Ceramic,e3,8.464J,Low,32V,32V,0.487(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A751,"Indicator Chip Fast Movement 8A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, 8A, 32VAC, 32VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronics|Data Modems|Hard Disk Drives,NA,1.63mm,0.82mm,3.2mm,8A,Ceramic,e3,12.95J,Low,32V,32V,0.524(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A752,"Indicator Chip Fast Movement 2.5A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, 2.5A, 32VAC, 32VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronics|Data Modems|Hard Disk Drives,NA,1.63mm,0.82mm,3.2mm,2.5A,Ceramic,e2,0.8191J,Low,32V,32V,0.187(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A753,"Indicator Chip Fast Movement 3.5A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, 3.5A, 32VAC, 32VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronics|Data Modems|Hard Disk Drives,NA,1.63mm,0.82mm,3.2mm,3.5A,Ceramic,e3,1.789J,Low,32V,32V,0.265(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A754,"Indicator Chip Fast Movement 1.25A 50V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, 1.25A, 50VAC, 50VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 50 VDC: 50 A,Automotive Electronics|Data Modems|Hard Disk Drives,NA,1.63mm,0.82mm,3.2mm,1.25A,Ceramic,e3,0.402J,Low,50V,50V,0.405(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A755,"Indicator Chip Fast Movement 1.75A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.75A, 32VAC, 32VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronics|Data Modems|Hard Disk Drives,FAST,1.63mm,0.82mm,3.2mm,1.75A,Ceramic,e2,0.3312J,Low,32V,32V,0.136(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A756,"Indicator Chip Fast Movement 0.25A 125V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive Electronics|Data Modems|Hard Disk Drives,NA,1.63mm,0.82mm,3.2mm,0.25A,Ceramic,e3,0.00649J,Low,125V,125V,0.132(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A757,"Indicator Chip Fast Movement 0.5A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, 0.5A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 63 VDC: 50 A,Automotive Electronics|Data Modems|Hard Disk Drives,NA,1.63mm,0.82mm,3.2mm,0.5A,Ceramic,e3,0.02642J,Low,63V,63V,0.242(Nom)W,Surface Mount,SURFACE MOUNT,2,50A
A758,"Indicator 63V High I2T 1206 .750A Electric Indicator, 0.75A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",NA,RATED BREAKING CAPACITY AT 63 VDC: 50 A,Motor Circuit,NA,1.63mm,0.82mm,3.2mm,750A,NA,e3,0.09312J,Low,63VAC,63VDC,NA,NA,SURFACE MOUNT,2,50A
A759,"Indicator Chip Fast Movement 0.75A 63V SMD Solder Pad 1206 Ceramic Automotive Electric Indicator, 0.75A, 63VAC, 63VDC, 50A (IR), Surface Mount",Fast,PRE ARCING TIME: OPEN WITHIN 5 SEC AT 350% RATED CURRENT,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,NA,1.63mm,0.835mm,3.2mm,0.75A,Ceramic,NA,0.09312J,Low,63VAC,35V,0.299W,Surface Mount,SURFACE MOUNT,2,50A
A760,"Indicator Chip 2A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 2A, 32VDC, 50A (IR), Surface Mount, 0603",NA,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,NA,0.85mm,0.5mm,1.54mm,2A,Ceramic,e3,0.3103J,Low,32V,32VDC,NA,Surface Mount,SURFACE MOUNT,2,50A
A761,"Indicator Chip 2A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 2A, 32VDC, 50A (IR), Surface Mount",NA,PRE ARCING TIME: OPEN WITHIN 5 SEC AT 350% RATED CURRENT,NA,NA,0.88mm,0.55mm,1.61mm,2A,Ceramic,NA,0.3103J,Low,32V,32VDC,NA,Surface Mount,SURFACE MOUNT,2,50A
A762,"Indicator Chip 3A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 3A, 32VDC, 50A (IR), Surface Mount, 0603",NA,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,NA,0.85mm,0.5mm,1.54mm,3A,Ceramic,e2,0.8165J,Low,32V,32VDC,NA,Surface Mount,SURFACE MOUNT,2,50A
A763,"Indicator Chip 3A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 3A, 32VDC, 50A (IR), Surface Mount",NA,PRE ARCING TIME: OPEN WITHIN 5 SEC AT 350% RATED CURRENT,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,NA,0.88mm,0.55mm,1.61mm,3A,Ceramic,NA,0.8165J,Low,32V,32VDC,NA,Surface Mount,SURFACE MOUNT,2,50A
A764,"Indicator Chip 4A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount, 0603",NA,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,NA,0.85mm,0.5mm,1.54mm,4A,Ceramic,e2,1.2659J,Low,32V,32VDC,NA,Surface Mount,SURFACE MOUNT,2,50A
A765,"Indicator Chip 4A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 4A, 32VDC, 50A (IR), Surface Mount",NA,PRE ARCING TIME: OPEN WITHIN 5 SEC AT 350% RATED CURRENT,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,NA,0.88mm,0.55mm,1.61mm,4A,Ceramic,NA,1.2659J,Low,32V,32VDC,NA,Surface Mount,SURFACE MOUNT,2,50A
A766,"Indicator Chip 5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount, 0603",NA,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,NA,0.85mm,0.5mm,1.54mm,5A,Ceramic,e3,1.6287J,Low,32V,32VDC,NA,Surface Mount,SURFACE MOUNT,2,50A
A767,"Indicator Chip 5A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 5A, 32VDC, 50A (IR), Surface Mount",NA,PRE ARCING TIME: OPEN WITHIN 5 SEC AT 350% RATED CURRENT,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,NA,0.88mm,0.55mm,1.61mm,5A,Ceramic,NA,1.6287J,Low,32V,32VDC,NA,Surface Mount,SURFACE MOUNT,2,50A
A768,"Indicator Chip 6A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount, 0603",NA,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,NA,0.85mm,0.5mm,1.54mm,6A,Ceramic,e2,2.6049J,Low,32V,32VDC,NA,Surface Mount,SURFACE MOUNT,2,50A
A769,"Indicator Chip 6A 32V SMD Solder Pad 0603 1.61 X 0.88 X 0.55mm Ceramic T/R Electric Indicator, 6A, 32VDC, 50A (IR), Surface Mount",NA,PRE ARCING TIME: OPEN WITHIN 5 SEC AT 350% RATED CURRENT,NA,NA,0.88mm,0.55mm,1.61mm,6A,Ceramic,NA,2.6049J,Low,32V,32VDC,NA,Surface Mount,SURFACE MOUNT,2,50A
